,path,source,source_id,target,target_id,is_test
2483,n01986214/ILSVRC2012_val_00031992.JPEG,hermit crab,125,king crab,121,False
2933,n02051845/ILSVRC2012_val_00036344.JPEG,pelican,144,king penguin,145,False
3010,n02058221/ILSVRC2012_val_00008106.JPEG,albatross,146,king penguin,145,False
2114,n01860187/ILSVRC2012_val_00013564.JPEG,black swan,100,king penguin,145,False
2935,n02051845/ILSVRC2012_val_00038118.JPEG,pelican,144,king penguin,145,False
1387,n01748264/ILSVRC2012_val_00035976.JPEG,Indian cobra,63,king snake,56,False
1373,n01748264/ILSVRC2012_val_00022956.JPEG,Indian cobra,63,king snake,56,False
1503,n01755581/ILSVRC2012_val_00003706.JPEG,diamondback,67,king snake,56,False
1161,n01729977/ILSVRC2012_val_00008714.JPEG,green snake,55,king snake,56,False
599,n01622779/ILSVRC2012_val_00049990.JPEG,great grey owl,24,kite,21,False
540,n01614925/ILSVRC2012_val_00040970.JPEG,bald eagle,22,kite,21,False
594,n01622779/ILSVRC2012_val_00040434.JPEG,great grey owl,24,kite,21,False
506,n01614925/ILSVRC2012_val_00008151.JPEG,bald eagle,22,kite,21,False
6024,n02169497/ILSVRC2012_val_00022351.JPEG,leaf beetle,304,ladybug,301,False
5835,n02165105/ILSVRC2012_val_00036100.JPEG,tiger beetle,300,ladybug,301,False
5820,n02165105/ILSVRC2012_val_00022394.JPEG,tiger beetle,300,ladybug,301,False
5844,n02165105/ILSVRC2012_val_00045009.JPEG,tiger beetle,300,ladybug,301,False
8794,n03085013/ILSVRC2012_val_00045039.JPEG,computer keyboard,508,laptop,620,False
9883,n03584254/ILSVRC2012_val_00037385.JPEG,iPod,605,laptop,620,False
8767,n03085013/ILSVRC2012_val_00018846.JPEG,computer keyboard,508,laptop,620,False
8381,n02979186/ILSVRC2012_val_00035751.JPEG,cassette player,482,laptop,620,False
5971,n02168699/ILSVRC2012_val_00021688.JPEG,long-horned beetle,303,leaf beetle,304,False
5864,n02165456/ILSVRC2012_val_00018102.JPEG,ladybug,301,leaf beetle,304,False
5980,n02168699/ILSVRC2012_val_00031928.JPEG,long-horned beetle,303,leaf beetle,304,False
5935,n02167151/ILSVRC2012_val_00032023.JPEG,ground beetle,302,leaf beetle,304,False
12931,n07742313/ILSVRC2012_val_00035343.JPEG,Granny Smith,948,lemon,951,False
13346,n07768694/ILSVRC2012_val_00041999.JPEG,pomegranate,957,lemon,951,False
13318,n07768694/ILSVRC2012_val_00011558.JPEG,pomegranate,957,lemon,951,False
13004,n07747607/ILSVRC2012_val_00005888.JPEG,orange,950,lemon,951,False
5505,n02129604/ILSVRC2012_val_00008676.JPEG,tiger,292,leopard,288,False
5556,n02130308/ILSVRC2012_val_00006341.JPEG,cheetah,293,leopard,288,False
5243,n02123045/ILSVRC2012_val_00040745.JPEG,tabby,281,leopard,288,False
5455,n02129165/ILSVRC2012_val_00006778.JPEG,lion,291,leopard,288,False
7433,n02510455/ILSVRC2012_val_00031896.JPEG,giant panda,388,lesser panda,387,False
5717,n02134084/ILSVRC2012_val_00020441.JPEG,ice bear,296,lesser panda,387,False
7409,n02510455/ILSVRC2012_val_00008673.JPEG,giant panda,388,lesser panda,387,False
5602,n02132136/ILSVRC2012_val_00003044.JPEG,brown bear,294,lesser panda,387,False
11385,n04273569/ILSVRC2012_val_00034468.JPEG,speedboat,814,lifeboat,625,False
9306,n03344393/ILSVRC2012_val_00007736.JPEG,fireboat,554,lifeboat,625,False
9320,n03344393/ILSVRC2012_val_00017176.JPEG,fireboat,554,lifeboat,625,False
9670,n03447447/ILSVRC2012_val_00020791.JPEG,gondola,576,lifeboat,625,False
11418,n04285008/ILSVRC2012_val_00013258.JPEG,sports car,817,limousine,627,False
7792,n02701002/ILSVRC2012_val_00042503.JPEG,ambulance,407,limousine,627,False
11400,n04285008/ILSVRC2012_val_00001247.JPEG,sports car,817,limousine,627,False
8140,n02814533/ILSVRC2012_val_00040706.JPEG,beach wagon,436,limousine,627,False
5519,n02129604/ILSVRC2012_val_00024050.JPEG,tiger,292,lion,291,False
5445,n02128925/ILSVRC2012_val_00046612.JPEG,jaguar,290,lion,291,False
5328,n02128385/ILSVRC2012_val_00030737.JPEG,leopard,288,lion,291,False
5588,n02130308/ILSVRC2012_val_00037412.JPEG,cheetah,293,lion,291,False
7528,n02607072/ILSVRC2012_val_00022967.JPEG,anemone fish,393,lionfish,396,False
32,n01440764/ILSVRC2012_val_00031094.JPEG,tench,0,lionfish,396,False
15,n01440764/ILSVRC2012_val_00016018.JPEG,tench,0,lionfish,396,False
7503,n02607072/ILSVRC2012_val_00004672.JPEG,anemone fish,393,lionfish,396,False
2552,n02002724/ILSVRC2012_val_00001387.JPEG,black stork,128,little blue heron,131,False
2898,n02037110/ILSVRC2012_val_00049521.JPEG,oystercatcher,143,little blue heron,131,False
2885,n02037110/ILSVRC2012_val_00032627.JPEG,oystercatcher,143,little blue heron,131,False
2847,n02018795/ILSVRC2012_val_00046505.JPEG,bustard,138,little blue heron,131,False
5813,n02165105/ILSVRC2012_val_00013552.JPEG,tiger beetle,300,long-horned beetle,303,False
5906,n02167151/ILSVRC2012_val_00005169.JPEG,ground beetle,302,long-horned beetle,303,False
5860,n02165456/ILSVRC2012_val_00017130.JPEG,ladybug,301,long-horned beetle,303,False
5806,n02165105/ILSVRC2012_val_00003852.JPEG,tiger beetle,300,long-horned beetle,303,False
6165,n02277742/ILSVRC2012_val_00017910.JPEG,ringlet,322,lycaenid,326,False
6127,n02276258/ILSVRC2012_val_00028372.JPEG,admiral,321,lycaenid,326,False
6180,n02277742/ILSVRC2012_val_00033639.JPEG,ringlet,322,lycaenid,326,False
6318,n02281406/ILSVRC2012_val_00022078.JPEG,sulphur butterfly,325,lycaenid,326,False
7071,n02484975/ILSVRC2012_val_00012743.JPEG,guenon,370,macaque,373,False
7280,n02493793/ILSVRC2012_val_00036994.JPEG,spider monkey,381,macaque,373,False
7327,n02494079/ILSVRC2012_val_00028610.JPEG,squirrel monkey,382,macaque,373,False
7120,n02486410/ILSVRC2012_val_00018619.JPEG,baboon,372,macaque,373,False
11529,n04311174/ILSVRC2012_val_00028569.JPEG,steel drum,822,maraca,641,False
9718,n03447721/ILSVRC2012_val_00011960.JPEG,gong,577,maraca,641,False
11547,n04311174/ILSVRC2012_val_00048232.JPEG,steel drum,822,maraca,641,False
10194,n03721384/ILSVRC2012_val_00043609.JPEG,marimba,642,maraca,641,False
11545,n04311174/ILSVRC2012_val_00047486.JPEG,steel drum,822,marimba,642,False
10137,n03720891/ILSVRC2012_val_00043324.JPEG,maraca,641,marimba,642,False
9713,n03447721/ILSVRC2012_val_00007707.JPEG,gong,577,marimba,642,False
10107,n03720891/ILSVRC2012_val_00011272.JPEG,maraca,641,marimba,642,False
8667,n03063599/ILSVRC2012_val_00021374.JPEG,coffee mug,504,measuring cup,647,False
12006,n04522168/ILSVRC2012_val_00006280.JPEG,vase,883,measuring cup,647,False
8654,n03063599/ILSVRC2012_val_00009084.JPEG,coffee mug,504,measuring cup,647,False
11609,n04398044/ILSVRC2012_val_00013711.JPEG,teapot,849,measuring cup,647,False
4388,n02106550/ILSVRC2012_val_00039164.JPEG,Rottweiler,234,miniature pinscher,237,False
4519,n02108089/ILSVRC2012_val_00017434.JPEG,boxer,242,miniature pinscher,237,False
4627,n02109961/ILSVRC2012_val_00024818.JPEG,Eskimo dog,248,miniature pinscher,237,False
4644,n02109961/ILSVRC2012_val_00044249.JPEG,Eskimo dog,248,miniature pinscher,237,False
8102,n02814533/ILSVRC2012_val_00005978.JPEG,beach wagon,436,minivan,656,False
10084,n03670208/ILSVRC2012_val_00037726.JPEG,limousine,627,minivan,656,False
10577,n03930630/ILSVRC2012_val_00026922.JPEG,pickup,717,minivan,656,False
9922,n03594945/ILSVRC2012_val_00018237.JPEG,jeep,609,minivan,656,False
6344,n02281406/ILSVRC2012_val_00046852.JPEG,sulphur butterfly,325,monarch,323,False
6190,n02277742/ILSVRC2012_val_00040035.JPEG,ringlet,322,monarch,323,False
6387,n02281787/ILSVRC2012_val_00039215.JPEG,lycaenid,326,monarch,323,False
6183,n02277742/ILSVRC2012_val_00034945.JPEG,ringlet,322,monarch,323,False
11992,n04509417/ILSVRC2012_val_00042150.JPEG,unicycle,880,moped,665,False
11846,n04482393/ILSVRC2012_val_00043685.JPEG,tricycle,870,moped,665,False
10398,n03791053/ILSVRC2012_val_00046855.JPEG,motor scooter,670,moped,665,False
11845,n04482393/ILSVRC2012_val_00043028.JPEG,tricycle,870,moped,665,False
11975,n04509417/ILSVRC2012_val_00026754.JPEG,unicycle,880,motor scooter,670,False
11820,n04482393/ILSVRC2012_val_00020297.JPEG,tricycle,870,motor scooter,670,False
11959,n04509417/ILSVRC2012_val_00011412.JPEG,unicycle,880,motor scooter,670,False
10442,n03792782/ILSVRC2012_val_00043403.JPEG,mountain bike,671,motor scooter,670,False
10354,n03791053/ILSVRC2012_val_00004465.JPEG,motor scooter,670,mountain bike,671,False
11987,n04509417/ILSVRC2012_val_00036059.JPEG,unicycle,880,mountain bike,671,False
11848,n04482393/ILSVRC2012_val_00049567.JPEG,tricycle,870,mountain bike,671,False
10308,n03785016/ILSVRC2012_val_00005460.JPEG,moped,665,mountain bike,671,False
1065,n01669191/ILSVRC2012_val_00010145.JPEG,box turtle,37,mud turtle,35,False
1070,n01669191/ILSVRC2012_val_00013672.JPEG,box turtle,37,mud turtle,35,False
1004,n01667778/ILSVRC2012_val_00008333.JPEG,terrapin,36,mud turtle,35,False
1096,n01669191/ILSVRC2012_val_00046122.JPEG,box turtle,37,mud turtle,35,False
11942,n04487394/ILSVRC2012_val_00037551.JPEG,trombone,875,oboe,683,False
9425,n03372029/ILSVRC2012_val_00021856.JPEG,flute,558,oboe,683,False
8015,n02804610/ILSVRC2012_val_00014518.JPEG,bassoon,432,oboe,683,False
8004,n02804610/ILSVRC2012_val_00003370.JPEG,bassoon,432,oboe,683,False
7964,n02794156/ILSVRC2012_val_00011803.JPEG,barometer,426,odometer,685,False
11565,n04328186/ILSVRC2012_val_00013770.JPEG,stopwatch,826,odometer,685,False
9116,n03197337/ILSVRC2012_val_00016242.JPEG,digital watch,531,odometer,685,False
7980,n02794156/ILSVRC2012_val_00032123.JPEG,barometer,426,odometer,685,False
13141,n07753113/ILSVRC2012_val_00038688.JPEG,fig,952,orange,950,False
13254,n07760859/ILSVRC2012_val_00002644.JPEG,custard apple,956,orange,950,False
13204,n07753592/ILSVRC2012_val_00004614.JPEG,banana,954,orange,950,False
13086,n07749582/ILSVRC2012_val_00035888.JPEG,lemon,951,orange,950,False
6969,n02480855/ILSVRC2012_val_00015928.JPEG,gorilla,366,orangutan,365,False
6993,n02480855/ILSVRC2012_val_00042024.JPEG,gorilla,366,orangutan,365,False
7048,n02481823/ILSVRC2012_val_00049902.JPEG,chimpanzee,367,orangutan,365,False
7001,n02481823/ILSVRC2012_val_00000788.JPEG,chimpanzee,367,orangutan,365,False
3633,n02088364/ILSVRC2012_val_00032594.JPEG,beagle,162,otterhound,175,False
3606,n02088364/ILSVRC2012_val_00009542.JPEG,beagle,162,otterhound,175,False
3743,n02091032/ILSVRC2012_val_00043917.JPEG,Italian greyhound,171,otterhound,175,False
3706,n02091032/ILSVRC2012_val_00005471.JPEG,Italian greyhound,171,otterhound,175,False
6562,n02408429/ILSVRC2012_val_00005951.JPEG,water buffalo,346,ox,345,False
6703,n02415577/ILSVRC2012_val_00002924.JPEG,bighorn,349,ox,345,False
6737,n02415577/ILSVRC2012_val_00039697.JPEG,bighorn,349,ox,345,False
6816,n02422699/ILSVRC2012_val_00016293.JPEG,impala,352,ox,345,False
2074,n01855672/ILSVRC2012_val_00026155.JPEG,goose,99,oystercatcher,143,False
2613,n02006656/ILSVRC2012_val_00008978.JPEG,spoonbill,129,oystercatcher,143,False
2725,n02009229/ILSVRC2012_val_00030843.JPEG,little blue heron,131,oystercatcher,143,False
2619,n02006656/ILSVRC2012_val_00014266.JPEG,spoonbill,129,oystercatcher,143,False
3312,n02085782/ILSVRC2012_val_00011985.JPEG,Japanese spaniel,152,papillon,157,False
3478,n02087046/ILSVRC2012_val_00024053.JPEG,toy terrier,158,papillon,157,False
3460,n02087046/ILSVRC2012_val_00011204.JPEG,toy terrier,158,papillon,157,False
3353,n02086240/ILSVRC2012_val_00002701.JPEG,Shih-Tzu,155,papillon,157,False
2112,n01860187/ILSVRC2012_val_00009998.JPEG,black swan,100,pelican,144,False
2781,n02017213/ILSVRC2012_val_00033034.JPEG,European gallinule,136,pelican,144,False
2760,n02017213/ILSVRC2012_val_00013810.JPEG,European gallinule,136,pelican,144,False
2987,n02056570/ILSVRC2012_val_00037825.JPEG,king penguin,145,pelican,144,False
9568,n03417042/ILSVRC2012_val_00019147.JPEG,garbage truck,569,pickup,717,False
9578,n03417042/ILSVRC2012_val_00028914.JPEG,garbage truck,569,pickup,717,False
10828,n03977966/ILSVRC2012_val_00024761.JPEG,police van,734,pickup,717,False
11793,n04467665/ILSVRC2012_val_00044872.JPEG,trailer truck,867,pickup,717,False
13067,n07749582/ILSVRC2012_val_00018338.JPEG,lemon,951,pineapple,953,False
13061,n07749582/ILSVRC2012_val_00014929.JPEG,lemon,951,pineapple,953,False
12913,n07742313/ILSVRC2012_val_00016931.JPEG,Granny Smith,948,pineapple,953,False
13337,n07768694/ILSVRC2012_val_00029499.JPEG,pomegranate,957,pineapple,953,False
11262,n04254680/ILSVRC2012_val_00016558.JPEG,soccer ball,805,ping-pong ball,722,False
10940,n04118538/ILSVRC2012_val_00041014.JPEG,rugby ball,768,ping-pong ball,722,False
10938,n04118538/ILSVRC2012_val_00040235.JPEG,rugby ball,768,ping-pong ball,722,False
11287,n04254680/ILSVRC2012_val_00037179.JPEG,soccer ball,805,ping-pong ball,722,False
10793,n03970156/ILSVRC2012_val_00046038.JPEG,plunger,731,plane,726,False
9763,n03481172/ILSVRC2012_val_00015880.JPEG,hammer,587,plane,726,False
11183,n04208210/ILSVRC2012_val_00036636.JPEG,shovel,792,plane,726,False
9769,n03481172/ILSVRC2012_val_00020314.JPEG,hammer,587,plane,726,False
7893,n02769748/ILSVRC2012_val_00042327.JPEG,backpack,414,plastic bag,728,False
10853,n04026417/ILSVRC2012_val_00002590.JPEG,purse,748,plastic bag,728,False
10887,n04026417/ILSVRC2012_val_00035568.JPEG,purse,748,plastic bag,728,False
7864,n02769748/ILSVRC2012_val_00010934.JPEG,backpack,414,plastic bag,728,False
11159,n04208210/ILSVRC2012_val_00010795.JPEG,shovel,792,plunger,731,False
11167,n04208210/ILSVRC2012_val_00019065.JPEG,shovel,792,plunger,731,False
11119,n04154565/ILSVRC2012_val_00015633.JPEG,screwdriver,784,plunger,731,False
10684,n03954731/ILSVRC2012_val_00034134.JPEG,plane,726,plunger,731,False
10568,n03930630/ILSVRC2012_val_00021802.JPEG,pickup,717,police van,734,False
11738,n04461696/ILSVRC2012_val_00041448.JPEG,tow truck,864,police van,734,False
11764,n04467665/ILSVRC2012_val_00015118.JPEG,trailer truck,867,police van,734,False
9353,n03345487/ILSVRC2012_val_00003050.JPEG,fire engine,555,police van,734,False
13106,n07753113/ILSVRC2012_val_00009968.JPEG,fig,952,pomegranate,957,False
12939,n07742313/ILSVRC2012_val_00039090.JPEG,Granny Smith,948,pomegranate,957,False
13019,n07747607/ILSVRC2012_val_00021144.JPEG,orange,950,pomegranate,957,False
13223,n07753592/ILSVRC2012_val_00022193.JPEG,banana,954,pomegranate,957,False
1910,n01796340/ILSVRC2012_val_00011787.JPEG,ptarmigan,81,prairie chicken,83,False
1931,n01796340/ILSVRC2012_val_00030116.JPEG,ptarmigan,81,prairie chicken,83,False
1905,n01796340/ILSVRC2012_val_00006221.JPEG,ptarmigan,81,prairie chicken,83,False
1921,n01796340/ILSVRC2012_val_00022769.JPEG,ptarmigan,81,prairie chicken,83,False
2023,n01798484/ILSVRC2012_val_00029466.JPEG,prairie chicken,83,ptarmigan,81,False
1895,n01795545/ILSVRC2012_val_00045857.JPEG,black grouse,80,ptarmigan,81,False
1988,n01797886/ILSVRC2012_val_00039964.JPEG,ruffed grouse,82,ptarmigan,81,False
2020,n01798484/ILSVRC2012_val_00023099.JPEG,prairie chicken,83,ptarmigan,81,False
7886,n02769748/ILSVRC2012_val_00036149.JPEG,backpack,414,purse,748,False
10702,n03958227/ILSVRC2012_val_00004066.JPEG,plastic bag,728,purse,748,False
10715,n03958227/ILSVRC2012_val_00016551.JPEG,plastic bag,728,purse,748,False
7890,n02769748/ILSVRC2012_val_00036867.JPEG,backpack,414,purse,748,False
6631,n02410509/ILSVRC2012_val_00036666.JPEG,bison,347,ram,348,False
6744,n02415577/ILSVRC2012_val_00044653.JPEG,bighorn,349,ram,348,False
6730,n02415577/ILSVRC2012_val_00031474.JPEG,bighorn,349,ram,348,False
6859,n02423022/ILSVRC2012_val_00013170.JPEG,gazelle,353,ram,348,False
5138,n02120079/ILSVRC2012_val_00036301.JPEG,Arctic fox,279,red fox,277,False
4926,n02115641/ILSVRC2012_val_00030055.JPEG,dingo,273,red fox,277,False
5128,n02120079/ILSVRC2012_val_00029068.JPEG,Arctic fox,279,red fox,277,False
5014,n02117135/ILSVRC2012_val_00019942.JPEG,hyena,276,red fox,277,False
5158,n02120505/ILSVRC2012_val_00010941.JPEG,grey fox,280,red wolf,271,False
4779,n02114548/ILSVRC2012_val_00025285.JPEG,white wolf,270,red wolf,271,False
4948,n02115641/ILSVRC2012_val_00048498.JPEG,dingo,273,red wolf,271,False
5111,n02120079/ILSVRC2012_val_00013609.JPEG,Arctic fox,279,red wolf,271,False
6383,n02281787/ILSVRC2012_val_00036924.JPEG,lycaenid,326,ringlet,322,False
6204,n02279972/ILSVRC2012_val_00005614.JPEG,monarch,323,ringlet,322,False
6246,n02279972/ILSVRC2012_val_00047456.JPEG,monarch,323,ringlet,322,False
6128,n02276258/ILSVRC2012_val_00032156.JPEG,admiral,321,ringlet,322,False
2152,n01978287/ILSVRC2012_val_00003074.JPEG,Dungeness crab,118,rock crab,119,False
2313,n01981276/ILSVRC2012_val_00007999.JPEG,king crab,121,rock crab,119,False
2274,n01980166/ILSVRC2012_val_00017911.JPEG,fiddler crab,120,rock crab,119,False
2292,n01980166/ILSVRC2012_val_00038526.JPEG,fiddler crab,120,rock crab,119,False
1252,n01742172/ILSVRC2012_val_00002106.JPEG,boa constrictor,61,rock python,62,False
1262,n01742172/ILSVRC2012_val_00011041.JPEG,boa constrictor,61,rock python,62,False
1230,n01734418/ILSVRC2012_val_00027396.JPEG,king snake,56,rock python,62,False
1358,n01748264/ILSVRC2012_val_00013725.JPEG,Indian cobra,63,rock python,62,False
1865,n01795545/ILSVRC2012_val_00010917.JPEG,black grouse,80,ruffed grouse,82,False
1946,n01796340/ILSVRC2012_val_00046574.JPEG,ptarmigan,81,ruffed grouse,82,False
1938,n01796340/ILSVRC2012_val_00036179.JPEG,ptarmigan,81,ruffed grouse,82,False
1915,n01796340/ILSVRC2012_val_00017253.JPEG,ptarmigan,81,ruffed grouse,82,False
9643,n03445777/ILSVRC2012_val_00041672.JPEG,golf ball,574,rugby ball,768,False
9626,n03445777/ILSVRC2012_val_00030938.JPEG,golf ball,574,rugby ball,768,False
9644,n03445777/ILSVRC2012_val_00042350.JPEG,golf ball,574,rugby ball,768,False
11250,n04254680/ILSVRC2012_val_00002349.JPEG,soccer ball,805,rugby ball,768,False
9508,n03394916/ILSVRC2012_val_00007155.JPEG,French horn,566,sax,776,False
8028,n02804610/ILSVRC2012_val_00029252.JPEG,bassoon,432,sax,776,False
9406,n03372029/ILSVRC2012_val_00005811.JPEG,flute,558,sax,776,False
9504,n03394916/ILSVRC2012_val_00003759.JPEG,French horn,566,sax,776,False
9567,n03417042/ILSVRC2012_val_00018227.JPEG,garbage truck,569,school bus,779,False
11776,n04467665/ILSVRC2012_val_00028463.JPEG,trailer truck,867,school bus,779,False
9376,n03345487/ILSVRC2012_val_00025838.JPEG,fire engine,555,school bus,779,False
10570,n03930630/ILSVRC2012_val_00023096.JPEG,pickup,717,school bus,779,False
8431,n02981792/ILSVRC2012_val_00032901.JPEG,catamaran,484,schooner,780,False
8435,n02981792/ILSVRC2012_val_00035486.JPEG,catamaran,484,schooner,780,False
8420,n02981792/ILSVRC2012_val_00019341.JPEG,catamaran,484,schooner,780,False
11861,n04483307/ILSVRC2012_val_00013203.JPEG,trimaran,871,schooner,780,False
1735,n01774384/ILSVRC2012_val_00035651.JPEG,black widow,75,scorpion,71,False
1784,n01774750/ILSVRC2012_val_00036506.JPEG,tarantula,76,scorpion,71,False
1783,n01774750/ILSVRC2012_val_00035994.JPEG,tarantula,76,scorpion,71,False
1781,n01774750/ILSVRC2012_val_00034406.JPEG,tarantula,76,scorpion,71,False
11153,n04208210/ILSVRC2012_val_00003427.JPEG,shovel,792,screwdriver,784,False
9774,n03481172/ILSVRC2012_val_00024678.JPEG,hammer,587,screwdriver,784,False
10764,n03970156/ILSVRC2012_val_00015315.JPEG,plunger,731,screwdriver,784,False
10668,n03954731/ILSVRC2012_val_00015496.JPEG,plane,726,screwdriver,784,False
3135,n02071294/ILSVRC2012_val_00035115.JPEG,killer whale,148,sea lion,150,False
3107,n02071294/ILSVRC2012_val_00007404.JPEG,killer whale,148,sea lion,150,False
3198,n02074367/ILSVRC2012_val_00046218.JPEG,dugong,149,sea lion,150,False
3064,n02066245/ILSVRC2012_val_00011468.JPEG,grey whale,147,sea lion,150,False
10664,n03954731/ILSVRC2012_val_00011613.JPEG,plane,726,shovel,792,False
10672,n03954731/ILSVRC2012_val_00019106.JPEG,plane,726,shovel,792,False
9781,n03481172/ILSVRC2012_val_00028474.JPEG,hammer,587,shovel,792,False
10693,n03954731/ILSVRC2012_val_00041121.JPEG,plane,726,shovel,792,False
8061,n02807133/ILSVRC2012_val_00011615.JPEG,bathing cap,433,shower cap,793,False
11301,n04259630/ILSVRC2012_val_00002642.JPEG,sombrero,808,shower cap,793,False
9492,n03379051/ILSVRC2012_val_00039052.JPEG,football helmet,560,shower cap,793,False
8060,n02807133/ILSVRC2012_val_00011487.JPEG,bathing cap,433,shower cap,793,False
1226,n01734418/ILSVRC2012_val_00022489.JPEG,king snake,56,sidewinder,68,False
1361,n01748264/ILSVRC2012_val_00014457.JPEG,Indian cobra,63,sidewinder,68,False
1504,n01755581/ILSVRC2012_val_00004448.JPEG,diamondback,67,sidewinder,68,False
1277,n01742172/ILSVRC2012_val_00027148.JPEG,boa constrictor,61,sidewinder,68,False
7403,n02510455/ILSVRC2012_val_00006012.JPEG,giant panda,388,sloth bear,297,False
7415,n02510455/ILSVRC2012_val_00014901.JPEG,giant panda,388,sloth bear,297,False
5637,n02132136/ILSVRC2012_val_00043856.JPEG,brown bear,294,sloth bear,297,False
5630,n02132136/ILSVRC2012_val_00039777.JPEG,brown bear,294,sloth bear,297,False
5313,n02128385/ILSVRC2012_val_00018358.JPEG,leopard,288,snow leopard,289,False
5561,n02130308/ILSVRC2012_val_00013129.JPEG,cheetah,293,snow leopard,289,False
5287,n02123394/ILSVRC2012_val_00031180.JPEG,Persian cat,283,snow leopard,289,False
5454,n02129165/ILSVRC2012_val_00006345.JPEG,lion,291,snow leopard,289,False
10637,n03942813/ILSVRC2012_val_00040714.JPEG,ping-pong ball,722,soccer ball,805,False
11698,n04409515/ILSVRC2012_val_00049400.JPEG,tennis ball,852,soccer ball,805,False
11655,n04409515/ILSVRC2012_val_00007000.JPEG,tennis ball,852,soccer ball,805,False
9629,n03445777/ILSVRC2012_val_00031897.JPEG,golf ball,574,soccer ball,805,False
11246,n04209133/ILSVRC2012_val_00046449.JPEG,shower cap,793,sombrero,808,False
8237,n02869837/ILSVRC2012_val_00037513.JPEG,bonnet,452,sombrero,808,False
8910,n03124170/ILSVRC2012_val_00006020.JPEG,cowboy hat,515,sombrero,808,False
8064,n02807133/ILSVRC2012_val_00014229.JPEG,bathing cap,433,sombrero,808,False
6454,n02391049/ILSVRC2012_val_00004267.JPEG,zebra,340,sorrel,339,False
6452,n02391049/ILSVRC2012_val_00002789.JPEG,zebra,340,sorrel,339,False
6475,n02391049/ILSVRC2012_val_00026486.JPEG,zebra,340,sorrel,339,False
6468,n02391049/ILSVRC2012_val_00019146.JPEG,zebra,340,sorrel,339,False
12585,n07716358/ILSVRC2012_val_00032041.JPEG,zucchini,939,spaghetti squash,940,False
12764,n07718747/ILSVRC2012_val_00010628.JPEG,artichoke,944,spaghetti squash,940,False
12480,n07714990/ILSVRC2012_val_00028740.JPEG,broccoli,937,spaghetti squash,940,False
12597,n07716358/ILSVRC2012_val_00047036.JPEG,zucchini,939,spaghetti squash,940,False
9326,n03344393/ILSVRC2012_val_00021948.JPEG,fireboat,554,speedboat,814,False
8314,n02951358/ILSVRC2012_val_00015044.JPEG,canoe,472,speedboat,814,False
9307,n03344393/ILSVRC2012_val_00008048.JPEG,fireboat,554,speedboat,814,False
9694,n03447447/ILSVRC2012_val_00045000.JPEG,gondola,576,speedboat,814,False
7149,n02486410/ILSVRC2012_val_00049974.JPEG,baboon,372,spider monkey,381,False
7161,n02487347/ILSVRC2012_val_00014694.JPEG,macaque,373,spider monkey,381,False
7107,n02486410/ILSVRC2012_val_00008014.JPEG,baboon,372,spider monkey,381,False
7082,n02484975/ILSVRC2012_val_00031190.JPEG,guenon,370,spider monkey,381,False
2843,n02018795/ILSVRC2012_val_00043095.JPEG,bustard,138,spoonbill,129,False
2851,n02037110/ILSVRC2012_val_00002738.JPEG,oystercatcher,143,spoonbill,129,False
2876,n02037110/ILSVRC2012_val_00028025.JPEG,oystercatcher,143,spoonbill,129,False
2683,n02007558/ILSVRC2012_val_00036302.JPEG,flamingo,130,spoonbill,129,False
10098,n03670208/ILSVRC2012_val_00047170.JPEG,limousine,627,sports car,817,False
8813,n03100240/ILSVRC2012_val_00016337.JPEG,convertible,511,sports car,817,False
10290,n03770679/ILSVRC2012_val_00042351.JPEG,minivan,656,sports car,817,False
10262,n03770679/ILSVRC2012_val_00013987.JPEG,minivan,656,sports car,817,False
876,n01641577/ILSVRC2012_val_00024938.JPEG,bullfrog,30,spotted salamander,28,False
846,n01632777/ILSVRC2012_val_00045924.JPEG,axolotl,29,spotted salamander,28,False
827,n01632777/ILSVRC2012_val_00027929.JPEG,axolotl,29,spotted salamander,28,False
920,n01644373/ILSVRC2012_val_00020943.JPEG,tree frog,31,spotted salamander,28,False
7077,n02484975/ILSVRC2012_val_00022174.JPEG,guenon,370,squirrel monkey,382,False
7181,n02487347/ILSVRC2012_val_00031750.JPEG,macaque,373,squirrel monkey,382,False
7091,n02484975/ILSVRC2012_val_00039838.JPEG,guenon,370,squirrel monkey,382,False
7187,n02487347/ILSVRC2012_val_00038883.JPEG,macaque,373,squirrel monkey,382,False
3848,n02093428/ILSVRC2012_val_00047271.JPEG,American Staffordshire terrier,180,standard schnauzer,198,False
3800,n02093428/ILSVRC2012_val_00000191.JPEG,American Staffordshire terrier,180,standard schnauzer,198,False
3859,n02093754/ILSVRC2012_val_00009740.JPEG,Border terrier,182,standard schnauzer,198,False
3851,n02093754/ILSVRC2012_val_00003267.JPEG,Border terrier,182,standard schnauzer,198,False
9274,n03272562/ILSVRC2012_val_00024364.JPEG,electric locomotive,547,steam locomotive,820,False
9265,n03272562/ILSVRC2012_val_00019595.JPEG,electric locomotive,547,steam locomotive,820,False
9256,n03272562/ILSVRC2012_val_00007879.JPEG,electric locomotive,547,steam locomotive,820,False
9253,n03272562/ILSVRC2012_val_00004585.JPEG,electric locomotive,547,steam locomotive,820,False
10157,n03721384/ILSVRC2012_val_00011907.JPEG,marimba,642,steel drum,822,False
9745,n03447721/ILSVRC2012_val_00041770.JPEG,gong,577,steel drum,822,False
